Temples,Country,Points,Change,Maha Big Books,Big Books,Medium Books,Small Books,Mags,BTG Subs,Full Sets,Latitude,Longitude,Year
Alchevsk,Ukr,69.00,-85,25,19,0,0,0,0,0,48.4713393,38.8134407,2014
Daruvar,Cro,65.50,na,3,31,40,34,0,0,0,45.5930156,17.2238397,2014
Komsomolsk-on-A,Rus,59.25,na,15,11,21,31,0,0,0,-5.7792569,-35.200916,2014
Fortaleza,Bra,58.50,-78,7,13,11,104,0,0,0,-3.7318616,-38.5266704,2014
Arkadelphia,USA,57.90,-31,14,10,7,52,34,0,0,34.1209292,-93.0537839,2014
Brazil,TSKP,Bra,52.50,na,10,10,20,50,0,0,0,57.0306605,40.3779445,2014
Rijeka,Cro,49.50,-87,0,12,50,50,0,0,0,45.3270631,14.442176,2014
Port,Dickson,Mal,46.00,na,23,0,0,0,0,0,0,-33.941376,25.5712756,2014
Lisbon,Por,45.75,na,11,9,7,45,0,0,0,38.7222524,-9.1393366,2014
Leipzig,Ger,45.00,-96,3,13,52,0,0,0,0,51.3396955,12.3730747,2014
Melaka,Mal,44.05,-86,15,0,5,17,73,0,1,2.189594,102.2500868,2014
Uzgorod,Ukr,43.50,33,17,3,5,16,0,0,0,-22.9251224,-45.4616987,2014
Guarulhos,Bra,43.25,-73,1,1,2,157,0,0,0,-23.4542498,-46.5337925,2014
Berezniki,Rus,42.00,-72,21,0,0,0,0,0,0,59.41318270000001,56.7849318,2014
Kuantan,Mal,39.50,-88,10,6,10,30,10,0,0,48.6208,22.287883,2014
Havana,Cub,39.10,na,5,10,0,62,36,0,0,23.0540698,-82.34518899999999,2014
Sungei,Siput,Mal,37.00,-73,0,0,4,140,0,0,0,12.9047163,77.5543604,2014
Kluang,36.00,na,18,0,0,0,0,0,1,3.816667,103.333333,2014
Ouagadougou,Bur,31.50,na,7,0,35,0,0,0,0,12.3649666,-1.5402327,2014
Balkhash,Kaz,28.00,na,14,0,0,0,0,0,0,2.030068,103.3184639,2014
Pretoria,SA,14.00,-60,3,0,5,22,0,0,0,-25.7478676,28.2292712,2014
Bishkek,Kir,8.00,na,4,0,0,0,0,0,0,42.8746212,74.5697617,2014
Pula,Cro,7.00,-89,1,4,2,0,0,0,0,44.8666232,13.8495788,2014
Boston,USA,3.00,na,1,0,0,4,0,0,0,42.3523896,-71.0750587,2014
